"location","age","pop","code"
"Missouri","47",72698,"MO"
"Missouri","48",77479,"MO"
"Missouri","49",77168,"MO"
"Missouri","50",72575,"MO"
"Missouri","51",71089,"MO"
"Missouri","52",72336,"MO"
"Missouri","53",73656,"MO"
"Missouri","54",79823,"MO"
"Missouri","55",82899,"MO"
"Missouri","56",84242,"MO"
"Missouri","57",85582,"MO"
"Missouri","58",86843,"MO"
"Missouri","59",86879,"MO"
"Missouri","60",83537,"MO"
"Missouri","61",82721,"MO"
"Missouri","62",82491,"MO"
"Missouri","63",78567,"MO"
"Missouri","64",76971,"MO"
"Missouri","65",73735,"MO"
"Missouri","66",70284,"MO"
"Missouri","67",67599,"MO"
"Missouri","68",65348,"MO"
"Missouri","69",62740,"MO"
"Missouri","70",60681,"MO"
"Missouri","71",59304,"MO"
"Missouri","72",61904,"MO"
"Missouri","73",44526,"MO"
"Missouri","74",44044,"MO"
"Missouri","75",43455,"MO"
"Missouri","76",44148,"MO"
"Missouri","77",37970,"MO"
"Missouri","78",34681,"MO"
"Missouri","79",31887,"MO"
"Missouri","80",29560,"MO"
"Missouri","81",27517,"MO"
"Missouri","82",24490,"MO"
"Missouri","83",23156,"MO"
"Missouri","84",21477,"MO"
"Missouri","85",6359,"MO"
"Missouri","86",6359,"MO"
"Missouri","87",6359,"MO"
"Missouri","88",6359,"MO"
"Missouri","89",6359,"MO"
"Missouri","90",6359,"MO"
"Missouri","91",6359,"MO"
"Missouri","92",6359,"MO"
"Missouri","93",6359,"MO"
"Missouri","94",6359,"MO"
"Missouri","95",6359,"MO"
"Missouri","96",6359,"MO"
"Missouri","97",6359,"MO"
"Missouri","98",6359,"MO"
"Missouri","99",6359,"MO"
"Missouri","100",6359,"MO"
"Missouri","101",6359,"MO"
"Missouri","102",6359,"MO"
"Missouri","103",6359,"MO"
"Missouri","104",6359,"MO"
"Missouri","105",6359,"MO"
"Montana","0",11659,"MT"
"Montana","1",11540,"MT"
"Montana","2",12346,"MT"
"Montana","3",12659,"MT"
"Montana","4",12952,"MT"
"Montana","5",12860,"MT"
"Montana","6",12713,"MT"
"Montana","7",12782,"MT"
"Montana","8",12721,"MT"
"Montana","9",12800,"MT"
"Montana","10",12860,"MT"
"Montana","11",13288,"MT"
"Montana","12",13359,"MT"
"Montana","13",13126,"MT"
"Montana","14",12796,"MT"
"Montana","15",12806,"MT"
"Montana","16",12707,"MT"
"Montana","17",12614,"MT"
"Montana","18",12490,"MT"
"Montana","19",13338,"MT"
"Montana","20",13855,"MT"
"Montana","21",14251,"MT"
"Montana","22",14694,"MT"
"Montana","23",14823,"MT"
"Montana","24",14313,"MT"
"Montana","25",14170,"MT"
"Montana","26",14413,"MT"
"Montana","27",14723,"MT"
"Montana","28",14352,"MT"
"Montana","29",14019,"MT"
"Montana","30",13550,"MT"
"Montana","31",13202,"MT"
"Montana","32",13132,"MT"
"Montana","33",13241,"MT"
"Montana","34",13584,"MT"
"Montana","35",13543,"MT"
"Montana","36",13856,"MT"
"Montana","37",13937,"MT"
"Montana","38",13477,"MT"
"Montana","39",13884,"MT"
"Montana","40",12823,"MT"
"Montana","41",12686,"MT"
"Montana","42",12273,"MT"
"Montana","43",11725,"MT"
"Montana","44",11591,"MT"
"Montana","45",11131,"MT"
"Montana","46",11158,"MT"
"Montana","47",11453,"MT"
"Montana","48",12300,"MT"
"Montana","49",12347,"MT"
"Montana","50",11769,"MT"
"Montana","51",11381,"MT"
"Montana","52",11522,"MT"
"Montana","53",11735,"MT"
"Montana","54",13004,"MT"
"Montana","55",13645,"MT"
"Montana","56",14156,"MT"
"Montana","57",14590,"MT"
"Montana","58",15154,"MT"
"Montana","59",15423,"MT"
"Montana","60",15277,"MT"
"Montana","61",15571,"MT"
"Montana","62",15613,"MT"
"Montana","63",15359,"MT"
"Montana","64",15220,"MT"
"Montana","65",15048,"MT"
"Montana","66",14710,"MT"
"Montana","67",14248,"MT"
"Montana","68",13613,"MT"
"Montana","69",13051,"MT"
"Montana","70",12352,"MT"
"Montana","71",11940,"MT"
"Montana","72",12294,"MT"
"Montana","73",8792,"MT"
"Montana","74",8583,"MT"
"Montana","75",8354,"MT"
"Montana","76",8349,"MT"
"Montana","77",7069,"MT"
"Montana","78",6574,"MT"
"Montana","79",5919,"MT"
"Montana","80",5415,"MT"
"Montana","81",4954,"MT"
"Montana","82",4537,"MT"
"Montana","83",4098,"MT"
"Montana","84",3682,"MT"
"Montana","85",1088,"MT"
"Montana","86",1088,"MT"
"Montana","87",1088,"MT"
"Montana","88",1088,"MT"
"Montana","89",1088,"MT"
"Montana","90",1088,"MT"
"Montana","91",1088,"MT"
"Montana","92",1088,"MT"
"Montana","93",1088,"MT"
"Montana","94",1088,"MT"
"Montana","95",1088,"MT"
"Montana","96",1088,"MT"
"Montana","97",1088,"MT"
"Montana","98",1088,"MT"
"Montana","99",1088,"MT"
"Montana","100",1088,"MT"
"Montana","101",1088,"MT"
"Montana","102",1088,"MT"
"Montana","103",1088,"MT"
"Montana","104",1088,"MT"
"Montana","105",1088,"MT"
"Nebraska","0",25252,"NE"
"Nebraska","1",25379,"NE"
"Nebraska","2",26343,"NE"
"Nebraska","3",26675,"NE"
"Nebraska","4",27231,"NE"
"Nebraska","5",26874,"NE"
"Nebraska","6",26478,"NE"
"Nebraska","7",26158,"NE"
"Nebraska","8",26291,"NE"
"Nebraska","9",26556,"NE"
"Nebraska","10",26740,"NE"
"Nebraska","11",27023,"NE"
"Nebraska","12",26770,"NE"
"Nebraska","13",26642,"NE"
"Nebraska","14",26764,"NE"
"Nebraska","15",26556,"NE"
"Nebraska","16",26405,"NE"
"Nebraska","17",25937,"NE"
"Nebraska","18",25727,"NE"
"Nebraska","19",28020,"NE"
"Nebraska","20",28017,"NE"
"Nebraska","21",27520,"NE"
"Nebraska","22",26899,"NE"
"Nebraska","23",26587,"NE"
"Nebraska","24",26528,"NE"
"Nebraska","25",26357,"NE"
"Nebraska","26",26174,"NE"
"Nebraska","27",26787,"NE"
"Nebraska","28",25415,"NE"
"Nebraska","29",24976,"NE"
"Nebraska","30",24331,"NE"
"Nebraska","31",24726,"NE"
"Nebraska","32",25014,"NE"
"Nebraska","33",25361,"NE"
"Nebraska","34",26197,"NE"
"Nebraska","35",25578,"NE"
"Nebraska","36",26322,"NE"
"Nebraska","37",26228,"NE"
"Nebraska","38",25929,"NE"
"Nebraska","39",25947,"NE"
"Nebraska","40",23732,"NE"
"Nebraska","41",23079,"NE"
"Nebraska","42",22434,"NE"
"Nebraska","43",21610,"NE"
"Nebraska","44",22280,"NE"
"Nebraska","45",21025,"NE"
"Nebraska","46",20656,"NE"
"Nebraska","47",21886,"NE"
"Nebraska","48",22448,"NE"
"Nebraska","49",22687,"NE"
"Nebraska","50",21421,"NE"
"Nebraska","51",20599,"NE"
"Nebraska","52",20797,"NE"
"Nebraska","53",21308,"NE"
"Nebraska","54",22981,"NE"
"Nebraska","55",23877,"NE"
"Nebraska","56",24326,"NE"
"Nebraska","57",24763,"NE"
"Nebraska","58",25191,"NE"
"Nebraska","59",25432,"NE"
"Nebraska","60",24651,"NE"
"Nebraska","61",24186,"NE"
"Nebraska","62",23871,"NE"
"Nebraska","63",23223,"NE"
"Nebraska","64",22773,"NE"
"Nebraska","65",21968,"NE"
"Nebraska","66",20884,"NE"
"Nebraska","67",20450,"NE"
"Nebraska","68",19592,"NE"
"Nebraska","69",18676,"NE"
"Nebraska","70",17976,"NE"
"Nebraska","71",17086,"NE"
"Nebraska","72",17501,"NE"
"Nebraska","73",12453,"NE"
"Nebraska","74",12322,"NE"
"Nebraska","75",12255,"NE"
"Nebraska","76",12075,"NE"
"Nebraska","77",10469,"NE"
"Nebraska","78",9396,"NE"
"Nebraska","79",8951,"NE"
"Nebraska","80",8412,"NE"
"Nebraska","81",8054,"NE"
"Nebraska","82",7432,"NE"
"Nebraska","83",6948,"NE"
"Nebraska","84",6500,"NE"
"Nebraska","85",2050,"NE"
"Nebraska","86",2050,"NE"
"Nebraska","87",2050,"NE"
"Nebraska","88",2050,"NE"
"Nebraska","89",2050,"NE"
"Nebraska","90",2050,"NE"
"Nebraska","91",2050,"NE"
"Nebraska","92",2050,"NE"
"Nebraska","93",2050,"NE"
"Nebraska","94",2050,"NE"
"Nebraska","95",2050,"NE"
"Nebraska","96",2050,"NE"
"Nebraska","97",2050,"NE"
"Nebraska","98",2050,"NE"
"Nebraska","99",2050,"NE"
"Nebraska","100",2050,"NE"
"Nebraska","101",2050,"NE"
"Nebraska","102",2050,"NE"
"Nebraska","103",2050,"NE"
"Nebraska","104",2050,"NE"
"Nebraska","105",2050,"NE"
"Nevada","0",35701,"NV"
"Nevada","1",35854,"NV"
"Nevada","2",37284,"NV"
"Nevada","3",38009,"NV"
"Nevada","4",38727,"NV"
"Nevada","5",38088,"NV"
"Nevada","6",38601,"NV"
"Nevada","7",37927,"NV"
"Nevada","8",39428,"NV"
"Nevada","9",39006,"NV"
"Nevada","10",38907,"NV"
"Nevada","11",40822,"NV"
"Nevada","12",40476,"NV"
"Nevada","13",39767,"NV"
"Nevada","14",39044,"NV"
"Nevada","15",38673,"NV"
"Nevada","16",38452,"NV"
"Nevada","17",37873,"NV"
"Nevada","18",35337,"NV"
"Nevada","19",32296,"NV"
"Nevada","20",32854,"NV"
"Nevada","21",34228,"NV"
"Nevada","22",35936,"NV"
"Nevada","23",38647,"NV"
"Nevada","24",40922,"NV"
"Nevada","25",42329,"NV"
"Nevada","26",43731,"NV"
"Nevada","27",46435,"NV"
"Nevada","28",48176,"NV"
"Nevada","29",48696,"NV"
"Nevada","30",46080,"NV"
"Nevada","31",45171,"NV"
"Nevada","32",43886,"NV"
"Nevada","33",44166,"NV"
"Nevada","34",44446,"NV"
"Nevada","35",42901,"NV"
"Nevada","36",43333,"NV"
"Nevada","37",43283,"NV"
"Nevada","38",42498,"NV"
"Nevada","39",43186,"NV"
"Nevada","40",40159,"NV"
"Nevada","41",39275,"NV"
"Nevada","42",38943,"NV"
"Nevada","43",37896,"NV"
"Nevada","44",39031,"NV"
"Nevada","45",37890,"NV"
"Nevada","46",38397,"NV"
"Nevada","47",39627,"NV"
"Nevada","48",41895,"NV"
"Nevada","49",42352,"NV"
"Nevada","50",39842,"NV"
"Nevada","51",38393,"NV"
"Nevada","52",37678,"NV"
"Nevada","53",37933,"NV"
"Nevada","54",40221,"NV"
"Nevada","55",40029,"NV"
"Nevada","56",39418,"NV"
"Nevada","57",39342,"NV"
"Nevada","58",39347,"NV"
"Nevada","59",39802,"NV"
"Nevada","60",37495,"NV"
"Nevada","61",37604,"NV"
"Nevada","62",37113,"NV"
"Nevada","63",36516,"NV"
"Nevada","64",36810,"NV"
"Nevada","65",34927,"NV"
"Nevada","66",33639,"NV"
"Nevada","67",32489,"NV"
"Nevada","68",31619,"NV"
"Nevada","69",31535,"NV"
"Nevada","70",30537,"NV"
"Nevada","71",30484,"NV"
"Nevada","72",31835,"NV"
"Nevada","73",23530,"NV"
"Nevada","74",22768,"NV"
"Nevada","75",21887,"NV"
"Nevada","76",21694,"NV"
"Nevada","77",18361,"NV"
"Nevada","78",16188,"NV"
"Nevada","79",15145,"NV"
"Nevada","80",13446,"NV"
"Nevada","81",12214,"NV"
"Nevada","82",10790,"NV"
"Nevada","83",9422,"NV"
"Nevada","84",8646,"NV"
"Nevada","85",2134,"NV"
"Nevada","86",2134,"NV"
"Nevada","87",2134,"NV"
"Nevada","88",2134,"NV"
"Nevada","89",2134,"NV"
"Nevada","90",2134,"NV"
"Nevada","91",2134,"NV"
"Nevada","92",2134,"NV"
"Nevada","93",2134,"NV"
"Nevada","94",2134,"NV"
"Nevada","95",2134,"NV"
"Nevada","96",2134,"NV"
"Nevada","97",2134,"NV"
"Nevada","98",2134,"NV"
"Nevada","99",2134,"NV"
"Nevada","100",2134,"NV"
"Nevada","101",2134,"NV"
"Nevada","102",2134,"NV"
"Nevada","103",2134,"NV"
"Nevada","104",2134,"NV"
"Nevada","105",2134,"NV"
"New Hampshire","0",12052,"NH"
"New Hampshire","1",12294,"NH"
"New Hampshire","2",12859,"NH"
"New Hampshire","3",13065,"NH"
"New Hampshire","4",13351,"NH"
"New Hampshire","5",13254,"NH"
"New Hampshire","6",13778,"NH"
"New Hampshire","7",13484,"NH"
"New Hampshire","8",14211,"NH"
"New Hampshire","9",14011,"NH"
"New Hampshire","10",14132,"NH"
"New Hampshire","11",14651,"NH"
"New Hampshire","12",15101,"NH"
"New Hampshire","13",15284,"NH"
"New Hampshire","14",15543,"NH"
"New Hampshire","15",15895,"NH"
"New Hampshire","16",16124,"NH"
"New Hampshire","17",16164,"NH"
"New Hampshire","18",17325,"NH"
"New Hampshire","19",18460,"NH"
"New Hampshire","20",18632,"NH"
"New Hampshire","21",18441,"NH"
"New Hampshire","22",17509,"NH"
"New Hampshire","23",16608,"NH"
"New Hampshire","24",16716,"NH"
"New Hampshire","25",17071,"NH"
"New Hampshire","26",17380,"NH"
"New Hampshire","27",17937,"NH"
"New Hampshire","28",17448,"NH"
"New Hampshire","29",17559,"NH"
"New Hampshire","30",17173,"NH"
"New Hampshire","31",17053,"NH"
"New Hampshire","32",17004,"NH"
"New Hampshire","33",17125,"NH"
"New Hampshire","34",17066,"NH"
"New Hampshire","35",16072,"NH"
"New Hampshire","36",16499,"NH"
"New Hampshire","37",16298,"NH"
"New Hampshire","38",16221,"NH"
"New Hampshire","39",16300,"NH"
"New Hampshire","40",15355,"NH"
"New Hampshire","41",15110,"NH"
"New Hampshire","42",14748,"NH"
"New Hampshire","43",14584,"NH"
"New Hampshire","44",15313,"NH"
"New Hampshire","45",15155,"NH"
"New Hampshire","46",15831,"NH"
"New Hampshire","47",17306,"NH"
"New Hampshire","48",18868,"NH"
"New Hampshire","49",19063,"NH"
"New Hampshire","50",18694,"NH"
"New Hampshire","51",18569,"NH"
"New Hampshire","52",19144,"NH"
"New Hampshire","53",19629,"NH"
"New Hampshire","54",21014,"NH"
"New Hampshire","55",21735,"NH"
"New Hampshire","56",21978,"NH"
"New Hampshire","57",21859,"NH"
"New Hampshire","58",22432,"NH"
"New Hampshire","59",22241,"NH"
"New Hampshire","60",21997,"NH"
"New Hampshire","61",21511,"NH"
"New Hampshire","62",21136,"NH"
"New Hampshire","63",19851,"NH"
"New Hampshire","64",19574,"NH"
"New Hampshire","65",18713,"NH"
"New Hampshire","66",17759,"NH"
"New Hampshire","67",17093,"NH"
"New Hampshire","68",16111,"NH"
"New Hampshire","69",15461,"NH"
"New Hampshire","70",15198,"NH"
"New Hampshire","71",15176,"NH"
"New Hampshire","72",15858,"NH"
"New Hampshire","73",10835,"NH"
"New Hampshire","74",10465,"NH"
"New Hampshire","75",10178,"NH"
"New Hampshire","76",10295,"NH"
"New Hampshire","77",8756,"NH"
"New Hampshire","78",7581,"NH"
"New Hampshire","79",6967,"NH"
"New Hampshire","80",6283,"NH"
"New Hampshire","81",5873,"NH"
"New Hampshire","82",5293,"NH"
"New Hampshire","83",4974,"NH"
"New Hampshire","84",4754,"NH"
"New Hampshire","85",1440,"NH"
"New Hampshire","86",1440,"NH"
"New Hampshire","87",1440,"NH"
"New Hampshire","88",1440,"NH"
"New Hampshire","89",1440,"NH"
"New Hampshire","90",1440,"NH"
"New Hampshire","91",1440,"NH"
"New Hampshire","92",1440,"NH"
"New Hampshire","93",1440,"NH"
"New Hampshire","94",1440,"NH"
"New Hampshire","95",1440,"NH"
"New Hampshire","96",1440,"NH"
"New Hampshire","97",1440,"NH"
"New Hampshire","98",1440,"NH"
"New Hampshire","99",1440,"NH"
"New Hampshire","100",1440,"NH"
"New Hampshire","101",1440,"NH"
"New Hampshire","102",1440,"NH"
"New Hampshire","103",1440,"NH"
"New Hampshire","104",1440,"NH"
"New Hampshire","105",1440,"NH"
"New Jersey","0",99459,"NJ"
"New Jersey","1",101592,"NJ"
"New Jersey","2",103374,"NJ"
"New Jersey","3",105051,"NJ"
"New Jersey","4",105214,"NJ"
"New Jersey","5",105053,"NJ"
"New Jersey","6",105229,"NJ"
"New Jersey","7",106128,"NJ"
"New Jersey","8",108436,"NJ"
"New Jersey","9",107412,"NJ"
"New Jersey","10",106735,"NJ"
"New Jersey","11",110132,"NJ"
"New Jersey","12",111271,"NJ"
"New Jersey","13",111366,"NJ"
"New Jersey","14",112205,"NJ"
"New Jersey","15",113652,"NJ"
"New Jersey","16",113429,"NJ"
"New Jersey","17",112840,"NJ"
"New Jersey","18",109632,"NJ"
"New Jersey","19",103277,"NJ"
"New Jersey","20",104260,"NJ"
"New Jersey","21",107298,"NJ"
"New Jersey","22",108740,"NJ"
"New Jersey","23",108841,"NJ"
"New Jersey","24",111586,"NJ"
"New Jersey","25",113533,"NJ"
"New Jersey","26",115602,"NJ"
"New Jersey","27",116371,"NJ"
"New Jersey","28",116380,"NJ"
"New Jersey","29",117352,"NJ"
"New Jersey","30",114346,"NJ"
"New Jersey","31",113416,"NJ"
"New Jersey","32",113306,"NJ"
"New Jersey","33",115534,"NJ"
"New Jersey","34",116438,"NJ"
"New Jersey","35",113984,"NJ"
"New Jersey","36",115741,"NJ"
"New Jersey","37",116152,"NJ"
"New Jersey","38",115242,"NJ"
"New Jersey","39",119020,"NJ"
"New Jersey","40",113005,"NJ"
"New Jersey","41",111731,"NJ"
"New Jersey","42",110966,"NJ"
"New Jersey","43",109151,"NJ"
"New Jersey","44",112701,"NJ"
"New Jersey","45",109039,"NJ"
"New Jersey","46",110376,"NJ"
"New Jersey","47",115754,"NJ"
"New Jersey","48",123289,"NJ"
"New Jersey","49",126426,"NJ"
"New Jersey","50",121240,"NJ"
"New Jersey","51",120130,"NJ"
"New Jersey","52",120895,"NJ"
"New Jersey","53",124066,"NJ"
"New Jersey","54",129608,"NJ"
"New Jersey","55",130385,"NJ"
"New Jersey","56",129097,"NJ"
"New Jersey","57",127422,"NJ"
"New Jersey","58",128045,"NJ"
"New Jersey","59",127653,"NJ"
"New Jersey","60",123352,"NJ"
"New Jersey","61",120428,"NJ"
"New Jersey","62",117241,"NJ"
"New Jersey","63",111529,"NJ"
"New Jersey","64",108497,"NJ"
"New Jersey","65",101461,"NJ"
"New Jersey","66",96227,"NJ"
"New Jersey","67",90856,"NJ"
"New Jersey","68",87734,"NJ"
"New Jersey","69",85178,"NJ"
"New Jersey","70",81262,"NJ"
"New Jersey","71",80813,"NJ"
"New Jersey","72",84683,"NJ"
"New Jersey","73",63573,"NJ"
"New Jersey","74",61079,"NJ"
"New Jersey","75",58317,"NJ"
"New Jersey","76",61573,"NJ"
"New Jersey","77",52788,"NJ"
"New Jersey","78",46161,"NJ"
"New Jersey","79",43741,"NJ"
"New Jersey","80",40474,"NJ"
"New Jersey","81",38600,"NJ"
"New Jersey","82",35201,"NJ"
"New Jersey","83",32504,"NJ"
"New Jersey","84",30206,"NJ"
"New Jersey","85",9672,"NJ"
"New Jersey","86",9672,"NJ"
"New Jersey","87",9672,"NJ"
"New Jersey","88",9672,"NJ"
"New Jersey","89",9672,"NJ"
"New Jersey","90",9672,"NJ"
"New Jersey","91",9672,"NJ"
"New Jersey","92",9672,"NJ"
"New Jersey","93",9672,"NJ"
"New Jersey","94",9672,"NJ"
"New Jersey","95",9672,"NJ"
"New Jersey","96",9672,"NJ"
"New Jersey","97",9672,"NJ"
"New Jersey","98",9672,"NJ"
"New Jersey","99",9672,"NJ"
"New Jersey","100",9672,"NJ"
"New Jersey","101",9672,"NJ"
"New Jersey","102",9672,"NJ"
"New Jersey","103",9672,"NJ"
"New Jersey","104",9672,"NJ"
"New Jersey","105",9672,"NJ"
"New Mexico","0",23014,"NM"
"New Mexico","1",23339,"NM"
"New Mexico","2",23944,"NM"
"New Mexico","3",25030,"NM"
"New Mexico","4",25659,"NM"
"New Mexico","5",25937,"NM"
"New Mexico","6",26200,"NM"
"New Mexico","7",26258,"NM"
"New Mexico","8",27125,"NM"
"New Mexico","9",27259,"NM"
"New Mexico","10",27502,"NM"
"New Mexico","11",28131,"NM"
"New Mexico","12",28170,"NM"
"New Mexico","13",27843,"NM"
"New Mexico","14",27843,"NM"
"New Mexico","15",27412,"NM"
"New Mexico","16",27680,"NM"
"New Mexico","17",27492,"NM"
"New Mexico","18",27720,"NM"
"New Mexico","19",28154,"NM"
"New Mexico","20",28312,"NM"
"New Mexico","21",28084,"NM"
"New Mexico","22",27493,"NM"
"New Mexico","23",27870,"NM"
"New Mexico","24",28242,"NM"
"New Mexico","25",28479,"NM"
"New Mexico","26",28849,"NM"
"New Mexico","27",29607,"NM"
"New Mexico","28",29645,"NM"
"New Mexico","29",29054,"NM"
"New Mexico","30",27725,"NM"
"New Mexico","31",27657,"NM"
"New Mexico","32",27453,"NM"
"New Mexico","33",27749,"NM"
"New Mexico","34",27869,"NM"
"New Mexico","35",27300,"NM"
"New Mexico","36",27650,"NM"
"New Mexico","37",27271,"NM"
"New Mexico","38",26540,"NM"
"New Mexico","39",26783,"NM"
"New Mexico","40",24821,"NM"
"New Mexico","41",24158,"NM"
"New Mexico","42",23710,"NM"
"New Mexico","43",23103,"NM"
"New Mexico","44",23510,"NM"
"New Mexico","45",22372,"NM"
"New Mexico","46",22676,"NM"
"New Mexico","47",23411,"NM"
"New Mexico","48",24386,"NM"
"New Mexico","49",24537,"NM"
"New Mexico","50",23618,"NM"
"New Mexico","51",22854,"NM"
"New Mexico","52",23106,"NM"
"New Mexico","53",23343,"NM"
"New Mexico","54",25353,"NM"
"New Mexico","55",26230,"NM"
"New Mexico","56",26751,"NM"
"New Mexico","57",27884,"NM"
"New Mexico","58",28133,"NM"
"New Mexico","59",28532,"NM"
"New Mexico","60",27234,"NM"
"New Mexico","61",27271,"NM"
"New Mexico","62",27467,"NM"
"New Mexico","63",26846,"NM"
"New Mexico","64",26573,"NM"
"New Mexico","65",25770,"NM"
"New Mexico","66",25294,"NM"
"New Mexico","67",24725,"NM"
"New Mexico","68",23748,"NM"
"New Mexico","69",23652,"NM"
"New Mexico","70",22802,"NM"
"New Mexico","71",22390,"NM"
"New Mexico","72",22553,"NM"
"New Mexico","73",16878,"NM"
"New Mexico","74",16671,"NM"
"New Mexico","75",15597,"NM"
"New Mexico","76",15459,"NM"
"New Mexico","77",13304,"NM"
"New Mexico","78",12134,"NM"
"New Mexico","79",11119,"NM"
"New Mexico","80",10462,"NM"
"New Mexico","81",9601,"NM"
"New Mexico","82",8665,"NM"
"New Mexico","83",7968,"NM"
"New Mexico","84",7405,"NM"
"New Mexico","85",1972,"NM"
"New Mexico","86",1972,"NM"
"New Mexico","87",1972,"NM"
"New Mexico","88",1972,"NM"
"New Mexico","89",1972,"NM"
"New Mexico","90",1972,"NM"
"New Mexico","91",1972,"NM"
"New Mexico","92",1972,"NM"
"New Mexico","93",1972,"NM"
"New Mexico","94",1972,"NM"
"New Mexico","95",1972,"NM"
"New Mexico","96",1972,"NM"
"New Mexico","97",1972,"NM"
"New Mexico","98",1972,"NM"
"New Mexico","99",1972,"NM"
"New Mexico","100",1972,"NM"
"New Mexico","101",1972,"NM"
"New Mexico","102",1972,"NM"
"New Mexico","103",1972,"NM"
"New Mexico","104",1972,"NM"
"New Mexico","105",1972,"NM"
"New York","0",223930,"NY"
"New York","1",223989,"NY"
"New York","2",225107,"NY"
"New York","3",226638,"NY"
"New York","4",227337,"NY"
"New York","5",223415,"NY"
"New York","6",224235,"NY"
"New York","7",223720,"NY"
"New York","8",226256,"NY"
"New York","9",220265,"NY"
"New York","10",214961,"NY"
"New York","11",220488,"NY"
"New York","12",221125,"NY"
"New York","13",220762,"NY"
"New York","14",223369,"NY"
"New York","15",226557,"NY"
"New York","16",227902,"NY"
"New York","17",228243,"NY"
"New York","18",245229,"NY"
"New York","19",247468,"NY"
"New York","20",247881,"NY"
"New York","21",248267,"NY"
"New York","22",245682,"NY"
"New York","23",256736,"NY"
"New York","24",271281,"NY"
"New York","25",281499,"NY"
"New York","26",288109,"NY"
"New York","27",290996,"NY"
"New York","28",300371,"NY"
"New York","29",304028,"NY"
"New York","30",291010,"NY"
"New York","31",286027,"NY"
"New York","32",279095,"NY"
"New York","33",274017,"NY"
"New York","34",272499,"NY"
"New York","35",257885,"NY"
"New York","36",257301,"NY"
"New York","37",253947,"NY"
"New York","38",247215,"NY"
"New York","39",254657,"NY"
"New York","40",238571,"NY"
"New York","41",232671,"NY"
"New York","42",230017,"NY"
"New York","43",224351,"NY"
"New York","44",233346,"NY"
"New York","45",222997,"NY"
"New York","46",224403,"NY"
"New York","47",234698,"NY"
"New York","48",251639,"NY"
"New York","49",263014,"NY"
"New York","50",250208,"NY"
"New York","51",247335,"NY"
"New York","52",249088,"NY"
"New York","53",256465,"NY"
"New York","54",271957,"NY"
"New York","55",273012,"NY"
"New York","56",269671,"NY"
"New York","57",264709,"NY"
"New York","58",267804,"NY"
"New York","59",273650,"NY"
"New York","60",261096,"NY"
"New York","61",257147,"NY"
"New York","62",251431,"NY"
"New York","63",240532,"NY"
"New York","64",238104,"NY"
"New York","65",223471,"NY"
"New York","66",212527,"NY"
"New York","67",203799,"NY"
"New York","68",197782,"NY"
"New York","69",194567,"NY"
"New York","70",185379,"NY"
"New York","71",181643,"NY"
"New York","72",185221,"NY"
"New York","73",139451,"NY"
"New York","74",136082,"NY"
"New York","75",128706,"NY"
"New York","76",132077,"NY"
"New York","77",115316,"NY"
"New York","78",103538,"NY"
"New York","79",98469,"NY"
"New York","80",90732,"NY"
"New York","81",86756,"NY"
"New York","82",78517,"NY"
"New York","83",73362,"NY"
"New York","84",68750,"NY"
"New York","85",21905,"NY"
"New York","86",21905,"NY"
"New York","87",21905,"NY"
"New York","88",21905,"NY"
"New York","89",21905,"NY"
"New York","90",21905,"NY"
"New York","91",21905,"NY"
"New York","92",21905,"NY"
"New York","93",21905,"NY"
"New York","94",21905,"NY"
"New York","95",21905,"NY"
"New York","96",21905,"NY"
"New York","97",21905,"NY"
"New York","98",21905,"NY"
"New York","99",21905,"NY"
"New York","100",21905,"NY"
"New York","101",21905,"NY"
"New York","102",21905,"NY"
"New York","103",21905,"NY"
"New York","104",21905,"NY"
"New York","105",21905,"NY"
"North Carolina","0",118891,"NC"
"North Carolina","1",120577,"NC"
"North Carolina","2",121664,"NC"
"North Carolina","3",123961,"NC"
"North Carolina","4",124677,"NC"
"North Carolina","5",124780,"NC"
"North Carolina","6",124213,"NC"
"North Carolina","7",125537,"NC"
"North Carolina","8",125930,"NC"
"North Carolina","9",128406,"NC"
"North Carolina","10",129884,"NC"
"North Carolina","11",134045,"NC"
"North Carolina","12",134985,"NC"
"North Carolina","13",133907,"NC"
"North Carolina","14",132785,"NC"
"North Carolina","15",132640,"NC"
"North Carolina","16",131990,"NC"
"North Carolina","17",131843,"NC"
"North Carolina","18",142834,"NC"
"North Carolina","19",148888,"NC"
"North Carolina","20",144189,"NC"
"North Carolina","21",140938,"NC"
"North Carolina","22",137504,"NC"
"North Carolina","23",137109,"NC"
"North Carolina","24",139125,"NC"
"North Carolina","25",143067,"NC"
"North Carolina","26",144378,"NC"
"North Carolina","27",147333,"NC"
"North Carolina","28",150166,"NC"
"North Carolina","29",148632,"NC"
"North Carolina","30",142726,"NC"
"North Carolina","31",137808,"NC"
"North Carolina","32",134453,"NC"
"North Carolina","33",133887,"NC"
"North Carolina","34",133619,"NC"
"North Carolina","35",129198,"NC"
"North Carolina","36",132918,"NC"
"North Carolina","37",132725,"NC"
"North Carolina","38",131863,"NC"
"North Carolina","39",135556,"NC"
"North Carolina","40",129007,"NC"
"North Carolina","41",129256,"NC"
"North Carolina","42",128666,"NC"
"North Carolina","43",124415,"NC"
"North Carolina","44",129823,"NC"
"North Carolina","45",126964,"NC"
"North Carolina","46",131388,"NC"
"North Carolina","47",137926,"NC"
"North Carolina","48",146737,"NC"
"North Carolina","49",145584,"NC"
